title,console
Asteroids,GBC
Gex 3 - Deep Pocket Gecko,GBC
Centipede,GBC
Yars' Revenge,GBC
Antz Racing,GBC
Barbie - Fashion Pack Games,GBC
Turok - Rage Wars,GBC
Hexcite - The Shapes of Victory,GBC
Heroes of Might and Magic II,GBC
Mario Tennis,GBC
Portal Runner,GBC
Bass Masters Classic,GBC
Azure Dreams,GBC
Ultimate Paint Ball,GBC
Titus the Fox to Marrakech and Back,GBC
Rugrats in Paris - The Movie,GBC
Test Drive 6,GBC
ESPN International Track & Field,GBC
Croc,GBC
Animorphs,GBC
Top Gear Pocket 2,GBC
Jeff Gordon XS Racing,GBC
Bear in the Big Blue House,GBC
LEGO Stunt Rally,GBC
Pokemon - Edicion Cristal,GBC
Jurassic Boy II + Thunder Blast Man,GBC
Mary-Kate and Ashley - Pocket Planner,GBC
Dracula - Crazy Vampire,GBC
TOCA Touring Car Championship,GBC
Hoyle Casino,GBC
Toki Tori,GBC
Blade,GBC
Test Drive Le Mans,GBC
Planet of the Apes,GBC
Legend of the River King 2,GBC
Gobs of Games,GBC
Extreme Sports with the Berenstain Bears,GBC
NFL Blitz,GBC
"Powerpuff Girls, The - Battle Him",GBC
Harvest Moon 2 GBC,gbc
Game Boy Color,GBC
Nicktoons Racing,GBC
Rampage - World Tour,GBC
Barbie - Ocean Discovery,GBC
Dragon Warrior I & II,GBC
Harvest Moon 3 GBC,gbc
Mr. Driller,GBC
Aladdin,GBC
"Monsters, Inc.",GBC
Mickey's Racing Adventure,GBC
Kirby - Tilt 'n' Tumble,GBC
Cubix - Robots for Everyone - Race 'n Robots,GBC
Test Drive Cycles,GBC
Alice in Wonderland,GBC
Tony Hawk's Pro Skater 2,GBC
Dave Mirra Freestyle BMX,GBC
Q-bert,GBC
Micro Machines 1 and 2 - Twin Turbo,GBC
Quest - Fantasy Challenge,GBC
Frogger,GBC
Turok 2 - Seeds of Evil,GBC
Tonka Construction Site,GBC
Mary-Kate and Ashley - Crush Course,GBC
E.T. - The Extra-Terrestrial - Escape from Planet Earth,GBC
Yu-Gi-Oh! - Duelo en las Tinieblas,GBC
Dragon Ball Z - Legendary Super Warriors,GBC
WCW Mayhem,GBC
Puzzle Master,GBC
WWF Betrayal,GBC
WWF WrestleMania 2000,GBC
Top Gear Pocket,GBC
Pokemon - Edicion Oro,GBC
Toobin',GBC
Rats!,GBC
Alone in the Dark - The New Nightmare,GBC
Warlocked,GBC
"Adventures of Elmo in Grouchland, The",GBC
Road Champs - BXS Stunt Biking,GBC
Jurassic Boy 2,GBC
Rayman,GBC
"Powerpuff Girls, The - Bad Mojo Jojo",GBC
Wario Land 3,GBC
Casper,GBC
International Superstar Soccer 99,GBC
"Powerpuff Girls, The - Paint the Townsville Green",GBC
Buzz Lightyear of Star Command,GBC
Armorines - Project S.W.A.R.M.,GBC
Elmo's ABCs,GBC
LEGO Racers,GBC
"Legend of Zelda, The - Link's Awakening DX",GBC
"Super Nenas, Las - El Malvado Mojo Jojo",GBC
Deja Vu I & II - The Casebooks of Ace Harding,GBC
Spy vs. Spy,GBC
Gex - Enter the Gecko,GBC
Pong - The Next Level,GBC
Bugs Bunny in Crazy Castle 4,GBC
Pokemon Trading Card Game,GBC
Conker's Pocket Tales,GBC
"Jungle Book, The - Mowgli's Wild Adventure",GBC
X-Men - Mutant Academy,GBC
Rampage 2 - Universal Tour,GBC
World Destruction League - Thunder Tanks,GBC
Sesame Street Sports,GBC
"Legend of Zelda, The - Oracle of Seasons",GBC
Caterpillar Construction Zone,GBC
Space Invaders,GBC
Barbie - Magic Genie Adventure,GBC
Pokemon - Gold Version,GBC
Harry Potter and the Chamber of Secrets,GBC
"Mummy Returns, The",GBC
Rampart,GBC
Diva Starz - Mall Mania,GBC
Lemmings,GBC
Game & Watch Gallery 3,GBC
Chase H.Q. - Secret Police,GBC
Buffy the Vampire Slayer,GBC
Snoopy Tennis,GBC
Motocross Maniacs 2,GBC
NASCAR Challenge,GBC
Wings of Fury,GBC
Godzilla - The Series,GBC
Catwoman,GBC
Dragon Warrior III,GBC
Project S-11,GBC
Army Men - Sarge's Heroes 2,GBC
Cannon Fodder,GBC
VIP,GBC
Bionic Commando - Elite Forces,GBC
Resident Evil Gaiden,GBC
Army Men 2,GBC
"Legend of Zelda, The - Oracle of Ages",GBC
Heroes of Might and Magic,GBC
Looney Tunes - Twouble!,GBC
TNN Outdoors Fishing Champ,GBC
Madden NFL 2001,GBC
MTV Sports - T.J. Lavin's Ultimate BMX,GBC
Jeremy McGrath Supercross 2000,GBC
Shanghai Pocket,GBC
"Legend of Zelda, The - Link's Awakening DX",GBC
Aliens - Thanatos Encounter,GBC
Test Drive 2001,GBC
Pac-Man - Special Color Edition,GBC
Tarzan,GBC
Monster Rancher Battle Card GB,GBC
Puzzled,GBC
Deer Hunter,GBC
Pokemon Pinball,GBC
Croc 2,GBC
Toy Story Racer,GBC
Doug's Big Game,GBC
Spider-Man,GBC
Montezuma's Return!,GBC
Power Quest,GBC
Logical,GBC
NHL 2000,GBC
Paperboy,GBC
Shanghai Pocket,GBC
"Land Before Time, The",GBC
"Powerpuff Girls, The - Bad Mojo Jojo",GBC
Antz,GBC
Roadsters Trophy,GBC
Driver - You are the Wheelman,GBC
Duke Nukem,GBC
"Super Nenas, Las - Lucha Con Ese",GBC
Mario Golf,GBC
4 in 1 + 8 in 1,GBC
Super Breakout!,GBC
Formula One 2000,GBC
Zebco Fishing!,GBC
LEGO Island 2 - The Brickster's Revenge,GBC
3-D Ultra Pinball - Thrillride,GBC
102 Dalmatas - Cachorros Al Rescate,GBC
Barbie - Aventura Submarina,GBC
Trouballs,GBC
Mat Hoffman's Pro BMX,GBC
Elmo's 123s,GBC
Bust-A-Move Millennium,GBC
NFL Blitz 2000,GBC
Ken Griffey Jr.'s Slugfest,GBC
"Simpsons, The - Night of the Living Treehouse of Horror",GBC
Looney Tunes Racing,GBC
Beauty and the Beast - A Board Game Adventure,GBC
Klax,GBC
Tonka Raceway,GBC
Wendy - Every Witch Way,GBC
NBA 3 on 3 featuring Kobe Bryant,GBC
Zoboomafoo - Playtime in Zobooland,GBC
NASCAR 2000,GBC
Magi Nation,GBC
Legend of the River King GB,GBC
X-Men - Wolverine's Rage,GBC
Arthur's Absolutely Fun Day!,GBC
Missile Command,GBC
Hello Kitty's Cube Frenzy,GBC
Rugrats - Totally Angelica,GBC
Quest RPG - Brian's Journey,GBC
Marvin Strikes Back!,GBC
Dragon Tales - Dragon Wings,GBC
All-Star Baseball 2001,GBC
Force 21,GBC
Bust-A-Move 4,GBC
Xtreme Sports,GBC
Galaga - Destination Earth,GBC
Micro Machines V3,GBC
Towers - Lord Baniff's Deceit,GBC
Shantae,GBC
Razor Freestyle Scooter,GBC
Bomberman Max - Blue Champion,GBC
Hoyle Card Games,GBC
Tazmanian Devil - Munching Madness,GBC
Black Bass - Lure Fishing,GBC
M&M's Minis Madness,GBC
X-Men - Mutant Academy,GBC
Power Rangers - Time Force,GBC
Turok 3 - Shadow of Oblivion,GBC
Pitfall - Beyond the Jungle,GBC
Triple Play 2001,GBC
ECW Hardcore Revolution,GBC
Grand Theft Auto,GBC
Kelly Club - Clubhouse Fun,GBC
Worms Armageddon,GBC
Winnie the Pooh - Adventures in the 100 Acre Wood,GBC
ESPN National Hockey Night,GBC
E.T. - The Extra-Terrestrial - Digital Companion,GBC
Looney Tunes - Carrot Crazy,GBC
Pocket Bowling,GBC
Dexter's Laboratory - Robot Rampage,GBC
Barbie - Pet Rescue,GBC
"Lion King, The - Simba's Mighty Adventure",GBC
International Rally,GBC
Pokemon - Edicion Plata,GBC
"Legend of Zelda, The - Link's Awakening DX",GBC
Tetris DX,GBC
Daffy Duck - Fowl Play,GBC
Microsoft - The 6 in 1 Puzzle Collection Entertainment Pack,GBC
Matchbox Emergency Patrol,GBC
Power Rangers - Lightspeed Rescue,GBC
Survival Kids,GBC
Harley-Davidson Motor Cycles - Race Across America,GBC
Harry Potter and the Sorcerer's Stone,GBC
Championship Motocross 2001 featuring Ricky Carmichael,GBC
Who Wants to Be a Millionaire - 2nd Edition,GBC
Earthworm Jim - Menace 2 the Galaxy,GBC
Wacky Races,GBC
Magical Tetris Challenge,GBC
Tiny Toon Adventures - Buster Saves the Day,GBC
Pro Darts,GBC
Star Wars Episode I - Obi-Wan's Adventures,GBC
4 in 1 + 8 in 1,GBC
"New Batman Adventures, The - Chaos in Gotham",GBC
Madden NFL 2002,GBC
Toonsylvania,GBC
Sgt. Rock - On the Frontline,GBC
"Grinch, The",GBC
Stuart Little - The Journey Home,GBC
Yogi Bear - Great Balloon Blast,GBC
Mr Nutz,GBC
Tony Hawk's Pro Skater 3,GBC
"Powerpuff Girls, The - Paint the Townsville Green",GBC
Bugs Bunny - Crazy Castle 3,GBC
Monopoly,GBC
Magical Drop,GBC
"Little Mermaid II, The - Pinball Frenzy",GBC
Barbie - Diepzee Avontuur,GBC
Armada - FX Racers,GBC
Chessmaster,GBC
Army Men,GBC
"New Adventures of Mary-Kate & Ashley, The",GBC
Ready 2 Rumble Boxing,GBC
Gold and Glory - The Road to El Dorado,GBC
Lil' Monster,GBC
Rayman 2 - The Great Escape,GBC
V-Rally - Championship Edition,GBC
Game & Watch Gallery 2,GBC
Mega Man Xtreme 2,GBC
Tony Hawk's Pro Skater,GBC
NFL Blitz 2001,GBC
Tyco RC - Racin' Ratz,GBC
Woody Woodpecker,GBC
Frogger,GBC
Babe and Friends,GBC
Donald Duck - Goin' Quackers,GBC
Power Spike - Pro Beach Volleyball,GBC
NSYNC - Get to the Show,GBC
Army Men - Air Combat,GBC
NBA Jam 2001,GBC
X-Men - Mutant Wars,GBC
Wario Land II,GBC
Mission Impossible,GBC
Perfect Dark,GBC
Rocky Mountain Trophy Hunter,GBC
Pokemon Puzzle Challenge,GBC
Pokemon - Crystal Version,GBC
Men in Black 2 - The Series,GBC
NBA In the Zone 2000,GBC
NHL Blades of Steel 2000,GBC
Looney Tunes Collector - Alert!,GBC
Robopon - Sun Version,GBC
Vigilante 8,GBC
Billy Bob's Huntin' 'n' Fishin',GBC
Little Nicky,GBC
Bomberman Max - Red Challenger,GBC
Shrek - Fairy Tale Freakdown,GBC
Pokemon - Crystal Version,GBC
R-Type DX,GBC
Donkey Kong Country,GBC
Lufia - The Legend Returns,GBC
Tom & Jerry,GBC
AirForce Delta,GBC
FIFA 2000,GBC
Shadowgate Classic,GBC
Ultimate Surfing,GBC
Revelations - The Demon Slayer,GBC
Super Mario Bros. Deluxe,GBC
Sabrina - The Animated Series - Zapped!,GBC
Microsoft - The Best of Entertainment Pack,GBC
Metal Gear Solid,GBC
"Muppets, The",GBC
Super Mario Bros. Deluxe,GBC
Men in Black - The Series,GBC
Dragon Ball Z - Guerreros de Leyenda,GBC
Hands of Time,GBC
Street Fighter Alpha - Warriors' Dreams,GBC
WWF Attitude,GBC
F-18 Thunder Strike,GBC
Dragon's Lair,GBC
Tech Deck Skateboarding,GBC
Marble Madness,GBC
Yu-Gi-Oh! - Dark Duel Stories,GBC
NBA In the Zone,GBC
10-Pin Bowling,GBC
Blaster Master - Enemy Below,GBC
Rocket Power - Gettin' Air,GBC
Donkey Kong Country,GBC
Dragon Warrior Monsters,GBC
Cruis'n Exotica,GBC
Crystalis,GBC
"Smurfs Nightmare, The",GBC
Dragon Warrior Monsters 2 - Cobi's Journey,GBC
NHL Blades of Steel,GBC
Tomb Raider,GBC
"Dukes of Hazzard, The - Racing for Home",GBC
Oddworld Adventures II,GBC
"Austin Powers - Oh, Behave!",GBC
Quest for Camelot,GBC
Snow White and the Seven Dwarfs,GBC
NFL Blitz,GBC
"Mummy, The",GBC
Indiana Jones and the Infernal Machine,GBC
International Track & Field,GBC
720 Degrees,GBC
"Powerpuff Girls, The - Paint the Townsville Green",GBC
Star Wars Episode I - Racer,GBC
Grand Theft Auto 2,GBC
Pooh and Tigger's Hunny Safari,GBC
Warriors of Might and Magic,GBC
Arcade Hits - Joust & Defender,GBC
JumpStart Dino Adventure - Field Trip,GBC
Soccer Mania,GB
Game & Watch Gallery,GB
Monster Truck Wars,GB
"Simpsons, The - Bart & the Beanstalk",GB
Gear Works,GB
Dig Dug,GB
"Smurfs, The",GB
Star Wars,GB
Burai Fighter Deluxe,GB
Speedy Gonzales,GB
DuckTales,GB
"Flintstones, The",GB
Battle Arena Toshinden,GB
"Bugs Bunny Crazy Castle 2, The",GB
Bill & Ted's Excellent Game Boy Adventure,GB
Madden '96,GB
"Legend of Zelda, The - Link's Awakening",GB
Pipe Dream,GB
Track & Field,GB
Swamp Thing,GB
Super Off Road,GB
Maui Mallard,GB
Bionic Commando,GB
Tecmo Bowl,GB
Mortal Kombat 3,GB
Jordan vs Bird - One on One,GB
Home Alone 2 - Lost In New York,GB
Toy Story,GB
Mighty Morphin Power Rangers,GB
BreakThru!,GB
WWF King of the Ring,GB
Flipull,GB
Tetris,GB
Mulan,GB
Ultima - Runes of Virtue,GB
Kirby's Dream Land 2,GB
Donkey Kong Land III,GB
NBA All Star Challenge,GB
Roger Clemens' MVP Baseball,GB
Missile Command,GB
Pokemon - Edicion Azul,GB
Monopoly,GB
Exodus - Journey to the Promised Land,GB
Double Dribble - 5 on 5,GB
Great Greed,GB
High Stakes,GB
Catrap,GB
Spider-Man 3 - Invasion of the Spider-Slayers,GB
Centipede,GB
Universal Soldier,GB
Q Billion,GB
Jeopardy! - Platinum Edition,GB
Bust-A-Move 2 - Arcade Edition,GB
Avenging Spirit,GB
Mega Man III,GB
World Circuit Series,GB
WordZap,GB
Super Mario Land 2 - 6 Golden Coins,GB
4-in-1 Fun Pak,GB
Bubsy II,GB
PGA European Tour,GB
Legend of the River King GB,GB
Championship Pool,GB
Blades of Steel,GB
Fighting Simulator 2 in 1,GB
Turrican,GB
Power Racer,GB
Go! Go! Tank,GB
Faceball 2000,GB
Knight Quest,GB
Taz-Mania,GB
Altered Space - A 3-D Alien Adventure,GB
Pokemon - Edicion Roja,GB
Boomer's Adventure in ASMIK World,GB
Dick Tracy,GB
Super Breakout,GB
World Cup 98,GB
"XVII Olympic Winter Games, The - Lillehammer 1994",GB
Pokemon - Blue Version,GB
Days of Thunder,GB
Power Mission,GB
Atomic Punk,GB
Super Black Bass,GB
World Bowling,GB
"Blues Brothers, The",GB
Serpent,GB
Urban Strike,GB
Sneaky Snakes,GB
Fist of the North Star,GB
Lock n' Chase ~ Lock 'n' Chase,GB
Animaniacs,GB
QIX,GB
Star Wars,GB
Cool Ball,GB
"Amazing Spider-Man, The",GB
Mortal Kombat,GB
Hercules,GB
Nemesis,GB
Sumo Fighter,GB
Jimmy Connors Tennis,GB
"Rugrats Movie, The",GB
Amazing Penguin,GB
"Game of Harmony, The",GB
International Superstar Soccer,GB
"Lion King, The",GB
Arcade Classic No. 2 - Centipede & Millipede,GB
NBA Live 96,GB
Frogger,GB
Jeopardy! - Teen Tournament,GB
Batman Forever,GB
Arcade Classic No. 3 - Galaga & Galaxian,GB
NIV Bible & the 20 Lost Levels of Joshua,GB
Street Fighter II,GB
College Slam,GB
Alien 3,GB
Attack of the Killer Tomatoes,GB
Super Chase H.Q.,GB
Snoopy - Magic Show,GB
Kid Icarus - Of Myths and Monsters,GB
Battletoads,GB
Extra Bases!,GB
Darkman,GB
Tesserae,GB
Who Framed Roger Rabbit,GB
Street Racer,GB
Quarth,GB
True Lies,GB
Radar Mission,GB
Pit Fighter,GB
Ninja Taro,GB
Dr. Mario,GB
Space Invaders,GB
Mega Man V,GB
Game Boy Camera Gold,GB
Pokemon - Yellow Version - Special Pikachu Edition,GB
Barbie - Game Girl,GB
Contra - The Alien Wars,GB
Mega Man IV,GB
Super Mario Land,GB
Pinball Fantasies,GB
Mole Mania,GB
"Addams Family, The",GB
"Sword of Hope II, The",GB
SolarStriker,GB
Toy Story,GB
Maru's Mission,GB
RoboCop,GB
Star Trek - 25th Anniversary,GB
Pinball Dreams,GB
Spud's Adventure,GB
Motocross Maniacs,GB
Nail'n Scale,GB
Cliffhanger,GB
Kwirk - He's A-maze-ing!,GB
Black Bass - Lure Fishing,GB
Terminator 2 - Judgment Day,GB
Mega Man II,GB
FIFA Soccer '97,GB
Speedball 2 - Brutal Deluxe,GB
Super Mario Land,GB
Casino FunPak,GB
"Flash, The",GB
Navy SEALs,GB
Mysterium,GB
Pokemon - Red Version,GB
RoboCop 2,GB
Killer Instinct,GB
Titus the Fox to Marrakech and Back,GB
Tom and Jerry - Frantic Antics!,GB
"Chessmaster, The",GB
Choplifter II - Rescue & Survive,GB
Stop That Roach!,GB
Pac-In-Time,GB
"Real Ghostbusters, The",GB
"Adventures of Rocky and Bullwinkle and Friends, The",GB
James Bond 007,GB
Loopz,GB
Daedalian Opus,GB
"Final Fantasy Legend, The",GB
World Heroes 2 Jet,GB
Minolta Camera Test Cart 2420,GB
Hit the Ice - VHL - The Official Video Hockey League,GB
Popeye 2,GB
NFL Quarterback Club '96,GB
Cool Spot,GB
Arcade Classic No. 4 - Defender & Joust,GB
Olympic Summer Games,GB
InfoGenius Productivity Pak - Frommer's Travel Guide,GB
"Simpsons, The - Bart vs. the Juggernauts",GB
Crystal Quest,GB
Spot,GB
Wave Race,GB
Pac-Attack,GB
Indiana Jones and the Last Crusade,GB
Jeopardy! - Sports Edition,GB
Teenage Mutant Ninja Turtles II - Back from the Sewers,GB
Jeopardy!,GB
Tetris Attack,GB
Hudson Hawk,GB
Kirby's Star Stacker,GB
Penguin Wars,GB
Mighty Morphin Power Rangers - The Movie,GB
In Your Face,GB
Riddick Bowe Boxing,GB
Harvest Moon GB,GB
Spanky's Quest,GB
DragonHeart,GB
Wheel of Fortune,GB
"Jetsons, The - Robot Panic",GB
Megalit,GB
Star Trek - The Next Generation,GB
Star Wars - The Empire Strikes Back,GB
"Jungle Book, The",GB
Double Dragon,GB
Mega Man - Dr. Wily's Revenge,GB
Hyper Lode Runner,GB
Dexterity,GB
Wario Blast featuring Bomberman!,GB
Tarzan,GB
Battleship,GB
Fish Dude,GB
Blaster Master Boy,GB
Solomon's Club,GB
Robin Hood - Prince of Thieves,GB
Best of the Best - Championship Karate,GB
Elevator Action,GB
Superman,GB
Ultra Golf,GB
Milon's Secret Castle,GB
Foreman for Real,GB
Super Star Wars - Return of the Jedi,GB
"Hunchback of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games",GB
Adventure Island II - Aliens in Paradise,GB
Samurai Shodown,GB
"Simpsons Itchy & Scratchy, The - Miniature Golf Madness",GB
Lamborghini American Challenge,GB
Battle Unit Zeoth,GB
Paperboy,GB
Wario Land - Super Mario Land 3,GB
Small Soldiers,GB
Hatris,GB
Solitaire FunPak,GB
"Bugs Bunny Crazy Castle, The",GB
"Sword of Hope, The",GB
Ninja Gaiden Shadow,GB
F1 Pole Position,GB
Tetris Plus,GB
Skate or Die - Bad 'N Rad,GB
Final Fantasy Adventure,GB
"Fidgetts, The",GB
Battle Bull,GB
Pokemon - Edicion Amarilla - Edicion Especial Pikachu,GB
Raging Fighter,GB
Turn and Burn,GB
Arcade Classics - Battlezone & Super Breakout,GB
F-1 Race,GB
Heiankyo Alien,GB
Turok - Battle of the Bionosaurs,GB
Donkey Kong,GB
Super Battletank - War in the Gulf,GB
Toxic Crusaders,GB
Operation C,GB
"Humans, The",GB
Trax,GB
Who Framed Roger Rabbit,GB
Fortified Zone,GB
Game & Watch Gallery,GB
Daffy Duck,GB
"Flintstones, The - King Rock Treasure Island",GB
Joshua & the Battle of Jericho,GB
Ghostbusters II,GB
Boxxle II,GB
Bionic Battler,GB
Gremlins 2 - The New Batch,GB
Q-bert for Game Boy,GB
Jeep Jamboree,GB
Top Rank Tennis,GB
Ultima - Runes of Virtue II,GB
Double Dragon 3 - The Arcade Game,GB
"Legend of Zelda, The - Link's Awakening",GB
Dr. Franken,GB
Kid Dracula,GB
Felix the Cat,GB
Balloon Kid,GB
Miner 2049er Starring Bounty Bob,GB
Pinball - Revenge of the 'Gator,GB
Judge Dredd,GB
Jungle Strike,GB
NBA Jam,GB
Shanghai,GB
Star Trek - The Next Generation,GB
WWF Raw,GB
Prophecy - The Viking Child,GB
Race Drivin',GB
NBA All Star Challenge 2,GB
Beavis and Butt-Head,GB
Yoshi's Cookie,GB
Batman - The Video Game,GB
Pocahontas,GB
Muhammad Ali Heavyweight Boxing,GB
Brain Bender,GB
Wayne's World,GB
Ring Rage,GB
Joe & Mac,GB
Pinocchio,GB
Casper,GB
Bo Jackson - Two Games in One,GB
Star Trek Generations - Beyond the Nexus,GB
Donkey Kong Land 2,GB
Wizards & Warriors Chapter X - The Fortress of Fear,GB
FIFA International Soccer,GB
CutThroat Island,GB
Bonk's Adventure,GB
Captain America and the Avengers,GB
Last Action Hero,GB
Road Rash,GB
Tetris 2,GB
Spiritual Warfare,GB
WWF War Zone,GB
Brain Drain,GB
"Adventures of Star Saver, The",GB
Castlevania Legends,GB
Spy vs Spy - Operation Boobytrap,GB
Torpedo Range,GB
Mr. Chin's Gourmet Paradise,GB
seaQuest DSV,GB
Alleyway,GB
Panel Action Bingo,GB
Dragon's Lair - The Legend,GB
Super Hunchback,GB
Krusty's Fun House,GB
RoboCop vs. The Terminator,GB
Klax,GB
Out of Gas,GB
Frank Thomas Big Hurt Baseball,GB
Metroid II - Return of Samus,GB
Mario's Picross,GB
Malibu Beach Volleyball,GB
Gauntlet II,GB
Wario Land II,GB
Adventure Island,GB
David Crane's The Rescue of Princess Blobette Starring A Boy and His Blob,GB
Looney Tunes,GB
"Hunt for Red October, The",GB
Minolta Camera Test Cart 2440,GB
Darkwing Duck,GB
Super Scrabble,GB
Cosmo Tank,GB
Caesars Palace,GB
Tail 'Gator,GB
Pyramids of Ra,GB
Track Meet,GB
NFL Quarterback Club II,GB
Paperboy 2,GB
Dr. Mario,GB
Prehistorik Man,GB
Super Mario Land 2 - 6 Golden Coins,GB
Battletoads-Double Dragon,GB
Alfred Chicken,GB
Elite Soccer,GB
"Legend of Zelda, The - Link's Awakening",GB
Zen - Intergalactic Ninja,GB
Mortal Kombat & Mortal Kombat II,GB
Sports Illustrated - Golf Classic,GB
Tennis,GB
NHL Hockey '95,GB
Aladdin,GB
WWF Superstars,GB
Marble Madness,GB
Gradius - The Interstellar Assault,GB
Tetris Attack,GB
Tetris 2,GB
Spider-Man 2,GB
Batman - The Animated Series,GB
"King of Fighters '95, The",GB
Xenon 2 - Megablast,GB
Tasmania Story,GB
Bubble Bobble,GB
Tiny Toon Adventures - Babs' Big Break,GB
Donkey Kong Land,GB
Bomberman GB,GB
Beetlejuice,GB
Oddworld Adventures,GB
Mickey's Ultimate Challenge,GB
"New Chessmaster, The",GB
Metal Masters,GB
Donkey Kong,GB
Spot - The Cool Adventure,GB
Final Fantasy Legend II,GB
BurgerTime Deluxe,GB
Mortal Kombat II,GB
King James Bible,GB
Teenage Mutant Ninja Turtles - Fall of the Foot Clan,GB
Kirby's Pinball Land,GB
Jack Nicklaus Golf,GB
Castlevania - The Adventure,GB
Arcade Classic No. 1 - Asteroids & Missile Command,GB
Mr. Do!,GB
Nintendo World Cup,GB
We're Back! - A Dinosaur's Story,GB
HAL Wrestling,GB
"Ren & Stimpy Show, The - Veediots!",GB
Teenage Mutant Ninja Turtles III - Radical Rescue,GB
Chase H.Q.,GB
Baseball,GB
Robin Hood - Prince of Thieves,GB
Street Fighter II,GB
Bill Elliott's NASCAR Fast Tracks,GB
Madden '95,GB
Game Genie,GB
Kung-Fu Master,GB
Yogi Bear in Yogi Bear's Goldrush,GB
Skate or Die - Tour de Thrash,GB
Nigel Mansell's World Championship,GB
Prince of Persia,GB
"Chessmaster, The",GB
Tom & Jerry,GB
"Getaway, The",GB
Gargoyle's Quest,GB
Square Deal - The Game of Two-Dimensional Poker,GB
Tumble Pop,GB
Sports Illustrated - Football & Baseball,GB
T2 - The Arcade Game,GB
Rolan's Curse,GB
InfoGenius Productivity Pak - Berlitz Spanish Translator,GB
Tiny Toon Adventures - Wacky Sports,GB
Double Dragon II,GB
Kirby's Dream Land,GB
Snow Bros. Jr.,GB
"Little Mermaid, The",GB
Bubble Ghost,GB
Rampart,GB
FIFA Soccer '96,GB
Castelian,GB
"Pagemaster, The",GB
Wordtris,GB
WCW Main Event,GB
Super R.C. Pro-Am,GB
All-Star Baseball 99,GB
Dr. Franken II,GB
Bram Stoker's Dracula,GB
F-1 Race,GB
"Incredible Crash Dummies, The",GB
Fastest Lap,GB
Side Pocket,GB
Chuck Rock,GB
Alien vs Predator - The Last of His Clan,GB
Vegas Stakes,GB
Tetris Blast,GB
Heavyweight Championship Boxing,GB
Bases Loaded for Game Boy,GB
Taz-Mania 2,GB
Goal!,GB
Super Mario Land 2 - 6 Golden Coins,GB
Tiny Toon Adventures 2 - Montana's Movie Madness,GB
Bart Simpson's Escape from Camp Deadly,GB
F-15 Strike Eagle,GB
RoboCop,GB
"Sword of Hope, The",GB
Tamagotchi,GB
Kirby's Block Ball,GB
Kingdom Crusade,GB
Stargate,GB
TaleSpin,GB
WWF Superstars 2,GB
Batman - Return of the Joker,GB
Sports Illustrated for Kids - The Ultimate Triple Dare!,GB
R-Type,GB
"Lost World, The - Jurassic Park",GB
Caesars Palace,GB
Spider-Man - X-Men,GB
Yoshi,GB
Rolan's Curse II,GB
Zool - Ninja of the 'Nth' Dimension,GB
Play Action Football,GB
DuckTales 2,GB
Bubble Bobble Part 2,GB
Mickey Mouse - Magic Wands,GB
NFL Quarterback Club,GB
Donkey Kong Land III,GB
Asteroids,GB
Pac-Man,GB
Ferrari Grand Prix Challenge,GB
Centipede,GB
Boggle Plus,GB
Mouse Trap Hotel,GB
Lemmings,GB
Ken Griffey Jr. Presents Major League Baseball,GB
GameShark,GB
Battletoads in Ragnarok's World,GB
Bonk's Revenge,GB
Jurassic Park Part 2 - The Chaos Continues,GB
A-mazing Tater,GB
InfoGenius Productivity Pak - Spell Checker and Calculator,GB
NHL '96,GB
Game Boy Camera,GB
"Addams Family, The - Pugsley's Scavenger Hunt",GB
Primal Rage,GB
George Foreman's KO Boxing,GB
Buster Bros.,GB
Ms. Pac-Man,GB
Home Alone,GB
Mystical Ninja Starring Goemon,GB
Ishido - The Way of Stones,GB
PGA Tour 96,GB
Madden '97,GB
"Punisher, The - The Ultimate Payback",GB
Lazlos' Leap,GB
Hook,GB
Shaq Fu,GB
Godzilla,GB
Darkwing Duck,GB
Zoop,GB
"Ren & Stimpy Show, The - Space Cadet Adventures",GB
Ninja Boy,GB
Micro Machines,GB
Desert Strike - Return to the Gulf,GB
Castlevania II - Belmont's Revenge,GB
Ninja Boy 2,GB
Wild Snake,GB
Golf,GB
Cool World,GB
NBA Jam - Tournament Edition,GB
Race Days,GB
4-in-1 Fun Pak Volume II,GB
Total Carnage,GB
Cyraid,GB
Dennis the Menace,GB
Iron Man X-O Manowar in Heavy Metal,GB
Top Gun - Guts & Glory,GB
Boxxle,GB
Dead Heat Scramble,GB
NFL Football,GB
Nobunaga's Ambition,GB
Earthworm Jim,GB
Jurassic Park,GB
Mickey's Dangerous Chase,GB
Mercenary Force,GB
Final Fantasy Legend III,GB
InfoGenius Productivity Pak - Berlitz French Translator,GB
InfoGenius Productivity Pak - Personal Organizer and Phone Book,GB
Aerostar,GB
Lethal Weapon,GB
Pitfall II - Lost Caverns,coleco
Frenzy,coleco
Moonsweeper,coleco
Alcazar - The Forgotten Fortress,coleco
Campaign '84,coleco
Super Action Baseball,coleco
Q-bert,coleco
BC's Quest for Tires II - Grog's Revenge,coleco
It's Only Rock 'N' Roll,coleco
Frogger,coleco
War Room,coleco
Cabbage Patch Kids Picture Show,coleco
Galaxian,coleco
Dr. Seuss's Fix-Up the Mix-Up Puzzler,coleco
Super Cobra,coleco
Fortune Builder,coleco
Pitstop,coleco
Amazing Bumpman,coleco
